name,category,review.point,price,currency,description.1.2247.
"Timorous Beastie, 46.8%",Blended Malt Scotch Whisky,86,59,$,"The nose is slightly closed, all very delicate, with some hay-like aromas akin to harvest time. This gentleness allows sweet melon-like fruits to come through, alongside patisserie, icing, gentle vanilla, and an effect like Hedione, the ‘smell’ of sunshine. Rounded and very sweet, typical of the distillery, with a lightly drying effect similar to powdered icing sugar. It slightly loses it with water, so keep neat. A pleasant, straight down the middle Laddie. £60/500 ml"
"Douglas Laing Old Particular (distilled at Bunnahabhain) 17 year old, 48.4%",Single Malt Scotch,86,110,$,"The richest of the quartet. Super-dense with a note of burnished brass, then light leather and cashew alongside sandalwood. The waxiness and tropical fruit typical of old whiskies is in the background before it moves into lanolin. The palate starts sweetly, with added liqueur cherries, earth, and smoke but for me, after the complex nose it fails to deliver, especially since it is so scarily priced. £600/500 ml"
"Wemyss Malts Snuffed Candle (distilled at Aberfeldy) 1999, 46%",Single Malt Scotch,86,129,$,"The Old Particular non-chill filtered single cask expression of Highland Park was distilled in November 1995, matured in a refill hogshead, and bottled in December 2013. The outturn was 322 bottles. Initially quite reticent on the nose, then toffee, cardboard, table salt, and very faint smoke. Quite viscous on the palate, and dry peat becomes relatively prominent, with allspice and sea salt. The finish offers licorice and lingering spices. £100"
"Wemyss Malts Foraged Fruit Fool (distilled at Blair Athol) 1991, 46%",Single Malt Scotch,86,176,$,"Freya is the third release in Highland Park’s Valhalla Collection; unusually, it has been matured in first-fill bourbon casks. It fits into the core range between the 12 and 18 year olds. The nose is sweet, floral, and heathery, with pineapple, mango, and a background earthiness. Finally, vanilla and milk chocolate. Smooth on the palate, with passion fruit, and more overt peatiness than is apparent on the nose. Subtle peat, char, and a hint of licorice in the finish."
"John Walker & Sons Private Collection 2015 Edition, 46.8%",Blended Scotch Whisky,86,805,$,"A 1996 expression is the latest Clynelish to take its place in the Connoisseurs’ Choice lineup. Maturation occurred in refill sherry butts. Fruity on the nose, with ripe bananas, malt, dark toffee, lemongrass, and a splash of brine. Ultimately, a green, herbal note. Relatively full-bodied, creamy and slightly waxy on the palate; spicy sherry, Golden Delicious apples, and old leather. The finish is medium to long, with lingering ginger. £60"
"Duncan Taylor (distilled at Glentauchers) 8 year old, 54.8%",Single Malt Scotch,86,84,$,"Diageo is releasing five triple matured single malts, all exclusive to Friends of the Classic Malts and without age statements. Initial maturation was in refill casks, followed by a period in charred American oak hogsheads, and finally European oak refill casks. Sweet on the nose, with heather honey and gingerbread; slightly herbal. Resinous and waxy. Cloves, cinnamon, oak, and black pepper notes on the buttery palate. Medium length in the finish, with lingering cloves and freshly-sawn oak. £80"
"Glenfiddich 15 year old, 40%",Single Malt Scotch,86,55,$,"Sweet on the nose, with malt, stewed apple, apricots, sherry, and warm spices. Finally, caramel. Quite viscous in the mouth; the palate continues the sweet, malty, spicy theme. Ginger and soft fruits in the medium-length finish. Straightforward and very drinkable. Exclusively available to travelers at World Duty Free Group stores in selected airports throughout the UK and Spain. £46/liter"
"Gordon & MacPhail (distilled at Glentauchers) 11 year old, 46%",Single Malt Scotch,86,60,$,"With a bottle shape that makes you want to go bowling, this blend has admirable balance between the fruit and the smoke on the nose. The bonfire smoke is matched with aromas of tarte tartin, pecan nut, red apple, and sultana. Smooth and molten in the mouth, it has more weight and body than its older brother. There is citrus, apples, and the late arrival of baked spices, cookie dough, and mint chocolate on the finish."
"The Exclusive Malts 10 year old (distilled at Laphroaig) 2005 (Cask #468), 54.2%",Single Malt Scotch,86,130,$,"A very immediate, expressive, sweet start, with manuka honey dribbling on top of baked fruits, sweet citrus, and a dollop of clotted cream on the side. All very luscious and calorific. As if this dessert theme wasn’t sufficient, the palate lays it on even more thickly, with apricot now joining the mass of fruits. The light grip adds very necessary structure and stops things getting floppy. One for those with a sweet tooth. Recommended.(U.S. only)"
"Glenmorangie Duthac, 43%",Single Malt Scotch,86,86,$,"The color is light gold, the nose is very sweet and delicate, with a floral aspect that’s not always immediately apparent in Glenfarclas. This is from a fourth-fill hogshead, which provides creaminess, toffee, a little hint of orchid, burnt cream, and grilled peach. Sweetly delicious. The palate is akin to bread-and-butter pudding, with that creaminess continuing. All very summery and ‘up.’ Quite different, but appealing. £350"
"Langside Distillers (distilled at Auchentoshan) 16 year old, 48%",Single Malt Scotch,86,97,$,"Delicate, with some jasmine, lily of the valley, and even, with time, the rich aldehydes of Chanel No.5. This heaviness gives a butterscotch-like quality when water’s added, alongside apple. The palate is thicker than the light color suggests—it’s from a fourth-fill hogshead—with overripe pear and white chocolate; with water, becomes scented with an added touch of marzipan and chestnut puree. One for a thoughtful afternoon’s contemplation. £760"
"Springbank Green 12 year old, 46%",Single Malt Scotch,86,90,$,"Matured in cognac before being finished in Sauternes; here we have a clean, sweet, and well-rounded Bunna’, with hickory-like smoke, bonfire, and ginger biscuits. Lightly vegetal notes with farmyard elements among the smoke and thick, citric sweetness. Immediate smoke on top of this mix of spice, Seville orange, apricot, cheesecake base, hazelnut, red fruits, and preserved ginger in syrup adding an almost peppery finish. Lovely. £250"
"Glen Scotia 15 year old, 46%",Single Malt Scotch,86,85,$,"This is the first expression from Glen Garioch to have been fully matured in wine casks, specifically tonneaux de vin rouge barriques from Saint-Julien in Bordeaux. The whisky was distilled on June 23rd, 1998, and spent over 15 years in the Bordeaux wood. Milk chocolate-coated caramels, crystallized ginger, and cranberries on the nose. Autumn berries on the early palate, turning to cough syrup, with rich malt and lively chocolate spiciness. Caramel merges with white pepper in the relatively long finish."
"The Antiquary 21 year old, 43%",Blended Scotch Whisky,86,100,$,"This portwood finish from Tomatin was matured for some 13 years in bourbon casks before being transferred for a final period of aging in Portuguese tawny port pipes, which had matured port for between 30 and 40 years. Initially reticent on the nose, with soft fruit notes, honey, and toffee, turning to cherry cough lozenges. Gently spiced on the nutty palate, with peaches and Cherryade. The finish is medium in length and always fruity."
"Cadenhead’s (distilled at Caol lla) 2000, 54.4%",Single Malt Scotch,86,120,$,"The latest Wemyss Malts single cask offering from Clynelish distillery is a 16 year old expression, matured in a hogshead which gave an out-turn of 339 bottles. The nose offers sea salt and lemon, with emerging green apples and vanilla. Apple tart with custard and a dusting of cinnamon on the palate. The finish is long and peppery, with a hint of freshly-ground coffee beans. £75"
"The Cooper’s Choice (distilled at Ben Nevis) 18 year old, 46%",Single Malt Scotch,86,115,$,"This 21 year old from Tobermory is of the peated Ledaig variety, though sampling confirms that the level of peating in Ledaig malt has been significantly ramped up since this was produced. Sweet on the nose, with subtle aromatic smoke, unsalted butter, peaches in syrup, and heather honey. Luscious and viscous on the sweet, fruity palate, with honey, underlying soft spices, and some gentle smoke. Slowly drying in the finish to licorice root and black coffee. £110"
"Tomatin Contrasting Casks Sherry Matured, 46%",Single Malt Scotch,86,152,$,"A non-chill filtered, cask strength single malt from Littlemill, vintage 1991. Littlemill’s sweet nose is inviting, with butter toffee, milk chocolate, dried apricot, and straw. On the palate, these notes are joined by a nice maltiness as well as a touch of salt. In the mid-palate we get a touch of spice (black pepper and cinnamon) and some citrus. The finish is medium-length and slightly acidic, a departure for an otherwise affable cask strength whisky. (Park Avenue Liquor only)"
"Tomatin Cù Bòcan The Bourbon Edition, 46%",Single Malt Scotch,86,76,$,"Wemyss Malts has bottled several single cask Auchentoshans in the past, and this 15 year old release is of 342 bottles, provided by a bourbon barrel. Peaches, caramel, sea salt, and developing lemonade on the nose. Sweet and fruity on the palate, with more peaches and very soft background spices. The finish dries slowly, with ginger and a hint of aniseed. £75"
"Royal Brackla 12 year old, 40%",Single Malt Scotch,86,75,$,"Pale straw in color, and while it is clean and fresh, it’s also very delicate, with elderflower blossom, dusty florals, and a freshly-starched linen note. All rather discreet, shy even, but effort reveals a subtly lovely dram. Water adds a perfumed, green note. As the nose suggests, it’s not an immediate thruster of a malt, with some light jasmine tea and a little fleshy fruit on the end. Tread cautiously, lest you scare it."
"Royal Salute The Eternal Reserve, 40%",Blended Scotch Whisky,86,180,$,"Mature on the nose, mixing the tropical fruits of age with blanched almond. As it opens, you encounter Moscato grapes dusted with white pepper. Grows in sweetness. The palate continues this theme with the fruits (blueberry, raspberry, and pomegranate) typical of the distillery character, given a waxy coating by age. Unctuous and good. Water rather pulls the flesh from the bones, revealing its age, so leave well enough alone. (3,756 bottles)"
"Ballantine’s 17 year old Signature Distillery Editions – Glentauchers, 40%",Blended Scotch Whisky,86,80,$,"Light amber with that touch of acetone, along with marzipan, green apple, fruit blossom, and a runny caramel toffee/crème brûlée which adds width, while toasty oak and ginger biscuit give structure and spice. Again, a lovely, almost oily feel — it’s Dewar’s equivalent of Linkwood — balancing fragrance with surprising depth in the mouth. Water brings the oak into play and tightens the palate. (Travel Retail only) £125"
"Dalwhinnie 25 year old (Diageo Special Releases 2015), 48.8%",Single Malt Scotch,86,480,$,"The latest batch of single cask releases from Wemyss Malts includes this 22 year old expression of Glen Scotia, matured in a bourbon barrel that provided 304 bottles. The nose offers soft spices, orchard fruits, and a faint hint of ozone. Richly fruity on the palate, with mandarin oranges, vanilla, and a sprinkling of sea salt. The finish is gingery and warming, with light smoke, aniseed, and plain chocolate at the close. £100"
"Arran Smugglers’ Series Vol. 1 The Illicit Stills, 56.4%",Single Malt Scotch,86,123,$,"This expression of Aberfeldy fits between the core 12 and 21 year old bottlings, but is exclusively available in Travel Retail outlets. The nose opens with a slightly savory note, rich and spicy, with sherry, Jaffa oranges, and sweet oak. The palate is smooth and rounded, with malt, nutty spice, honey, and milky coffee. The finish is lengthy, with Seville oranges, plain chocolate, dark sherry notes, and licorice. (Travel Retail only) Price is per liter."
"Douglas Laing 21 year old (distilled at Highland Park), 52.6%",Single Malt Scotch,86,224,$,"This cask strength whisky is malty in the nose, along with peach, nectarine, and subtle oak. The entry is all malt, the kind of flavor that evokes ""malt reverence."" In the mid-palate it’s cereal grains spiced with allspice and black pepper. The finish is long and slightly salty, with a fair amount of heat from the alcohol, and a touch of oak. If you love the singular flavor of malt, this one may be for you. (U.S. only)"
"Chivas Regal The Chivas Brothers’ Blend 12 year old, 40%",Blended Scotch Whisky,86,58,$,"Cask # 1013 from Edradour was filled on March 5th, 2002 and bottled on February 26th, 2014 at 11 years of age. It has not been chill filtered and is offered at natural color. The nose yields sultanas, cloves, and sherry, plus an earthy aroma and a hint of machine oil. The palate is silky, with sweet sherry, digestive biscuits, soft spices, dates, and figs. The finish is medium and fruity, with dark chocolate-covered candy. £42"
"Chivas Regal 12 year old, 40%",Blended Scotch Whisky,86,25,$,"Mashy peat notes on the early nose, then sherry, vanilla, and white pepper. Mouth-coating, with new leather and sweet spices on the palate. Gentle smokiness and black coffee gradually come to the fore. The finish is medium in length, with sweet, nutty peat which gradually dries."
"Wemyss Malts Peat Chimney, 46%",Blended Scotch Whisky,86,54,$,"Initially drier on the nose than the Fino expression, then caramel appears, along with milk chocolate and vanilla. More pronounced leathery notes than the Fino; fuller bodied and fruitier on the palate, with the fruit developing a salty tang. Lingering salty fruit and spices in the finish, with final dark chocolate."
"Wemyss Malts Seville Bazaar 1991 (distilled at Glen Scotia), 46%",Single Malt Scotch,86,129,$,"Full sherry and old leather on the nose. Dried fruits, and finally a hint of meat extract. Rich, sweet, and sherried on the palate, with nutty spices. Medium to long in the spicy finish, with black currant and raisin notes."
"Laphroaig Lore, 48%",Single Malt Scotch,86,125,$,"This single sherry cask bottling from Arran was distilled on February 17th, 1997, being bottled on February 5th, 2014. The nose opens with a hint of malt vinegar, followed by sherry and sultanas. More floral with time. Full-bodied, with spicy sherry, figs, and raisins. Long and spicy in the finish, with fruity sherry to the end. (U.S. only)"
"Gordon & MacPhail Distillery Labels (distilled at Balblair) 10 year old, 43%",Single Malt Scotch,86,45,$,"Distilled in 2009, so remember this is only 5 years old. At this stage there’s not a lot of cask, but there is an insanely intense smoky, herbal note like eucalyptus, celery, spruce, pine resin, then some angelica and a crisp mineral edge. The palate is balanced between this intensity, big smoke, and Bruichladdich’s typical oily, sweet core. Water doesn’t affect it one little bit. It is bold, it is proud, it is in charge. I like its sheer ballsiness. £110"
"Wemyss Malts The Highland Mariner (distilled at Clynelish) 1997, 46%",Single Malt Scotch,86,122,$,"What would you expect from an 8 year old Laphroaig? Iodine, massive peat, aggression? Not here. Rather, there’s a soft marine sweetness akin to lobster thermidor, with hints of salinity and tarragon. It builds in heft, and smoke, but there is real balance. Complex already. The palate initially shows muted smoke, and is slightly medicinal, with balancing creaminess. Water shatters this idyll somewhat, as the phenols come out in full force. It depends what side you want. I’d grab some. £60"
"Ballantine’s 12 year old, 40%",Blended Scotch Whisky,86,38,$,"Now listen up class, it’s time for your next whisky lesson. Here the educational blend contains 20% very old single malt, which delivers a nose of citrus peel, honey, air-dried ham, and some spices in the background. Quite delicious, with orange, vanilla sponge, raisin, cremola foam assuaged by plain chocolate, and Black Forest gateau. This concoction is further tweaked three ways to complete Reference Series II. A truly great drink in its own right that makes learning fun again. £56"
"Bowmore 25 year old Vintage Fèis Ìle (2016 Edition), 55.7%",Single Malt Scotch,86,455,$,"This is bursting with barley, sweet oak, and all-butter shortbread. There are charcoal sticks too, which add a cool smoke note. The taste is like a warm hug on a cold morning; flavors of butter toffee, orange, poached pear, and ginger snaps, which combine to keep that deep smoke in balance. The harmony continues into the lengthy finish with flavors of citrus, melon, and ground ginger."
"Bruichladdich 2001 15 year old (2016-1881-135-PHD), 50%",Single Malt Scotch,86,123,$,"With some powerhouse whiskies in the blend (including an '87 Bunnahabhain), it’s a surprise that the nose is so reserved, with citrus, ginger, and honey. On the palate you need your flavor shovel to unearth a core of typically strong flavors, including leather, oak, salt, dark chocolate, and even rancio. It’s delicious but highly elusive. The finish is medium and quite dry. What an odd blend. I haven’t had to work this hard for a blend in a long time. (U.S. only)"
"Douglas Laing Old Particular 1988 (distilled at Glenturret), 45.4%",Single Malt Scotch,86,144,$,"This wee, sleekit, cow’rin, tim’rous beastie is a blended malt of Highland whiskies from Douglas Laing, the latest of their regional recipes to join Scallywag and Big Peat. Perfumed soaps in muslin bags, dried sprigs of heather, beeswax, and Edinburgh rock give this an intriguing bouquet. Juicy: mandarins glow with green plums and Granny Smith apples. Ripe, yellow fruits and spices mid-palate conclude with sweet malt and fading creaminess sweeping around the gums. Distinctive and laudable. £39"
"Douglas Laing Old Particular 1995 (distilled at Glen Garioch), 51.5%",Single Malt Scotch,86,105,$,"Rich gold. Here we have a good example of Bunna’ in full ‘welcome home to a warm house after a cold walk’ mode. Warm, sweet, steamy, with a light mineral note, dried fruit, walnut, and that giveaway gingerbread signature. The palate is clean, spicy, and drier than the nose suggests, but has a soft center. A lovely dram for a chill summer evening. £75"
"Wemyss Malts Nuts about Pears 1991 (distilled at Blair Athol), 46%",Single Malt Scotch,86,150,$,"The first batch of single cask releases from Wemyss Malts in 2015 includes this 1999 bottling from Aberfeldy. The hogshead yielded 379 bottles. The nose opens with overripe bananas, followed by peaches, gingerbread, treacle, subtle smokiness, and vanilla custard. The whisky really earns its sobriquet with a waxy mouthfeel and a little more smoke, ripe eating apples, and ginger on the palate. The spicy finish dries slowly to plain chocolate and aniseed. £88"
"The Exclusive Malts (distilled at Girvan) 27 year old 1988, 53.4%",Single Malt Scotch,86,180,$,"The oldest bottling in Wemyss Malts’ March 2015 batch of six releases, Foraged Fruit Fool was aged in a bourbon barrel. Orchard fruits, double cream, vanilla, and ginger on the enticing nose. The palate is initially sweet and fruity, supple, becoming nuttier, with gentle spices. The finish is quite lengthy, with fruit bonbons, allspice, and prickly oak. (330 bottles) £120"
"Caol Ila 15 year old, 61.5%",Single Malt Scotch,86,140,$,"This second release celebrates Walker’s rare fruit character using 29 handpicked casks combining regional styles, aligned to the 2010 Director’s Blend. Aromas of pear and fresh apple layered over tangy, sugar-tossed dried fruits, pineapple, deep orange oils, and dry peel. Taciturn smoke. Creamy butteriness with red apple, raspberry, and sweet orange yields to soft, chewy pear skins, honey-drizzled Turkish delights, and charred paper. An outlier of JW character but important to contemplate how this adds context to the entire collection. £550"
"Glenkinchie 24 year old, 57.5%",Single Malt Scotch,86,450,$,"Lightly grassy and hay-like, with some wheat chaff. The nose is quite hot, but that cereal note (reminiscent of draff) is pleasing, sitting alongside clean apple and orange barley water. The palate is sweeter and more floral (pear blossom) compared to the nose, though retaining some nuttiness. Has good verve. When diluted, the finish shows real chocolate and some dry spice. A very interesting young ‘un. £54"
"Hazelburn 10 year old, 46%",Single Malt Scotch,86,45,$,"I used to find this a little lacking in structure. Either I’ve changed my palate (or was always wrong), or the solera’s slow changes have added depth and complexity. The nose is all cooked plums, with some blueberry, stewing rhubarb. All is delicately scented, with some currant leaf, then sultana and sweet dried fruits. The palate is equally fruity—more hedgerow fruits now—but there’s grip and a little fresh acidity to balance. Hugely appealing and approachable."
"Bunnahabhain Cruach-Mhóna, 50%",Single Malt Scotch,86,100,$,"A rare bottling from a distillery that is more commonly released as a part of whisky blends. Light fruit and sweet malt define the nose, with apple, apricot, and honey. The entry is bursting with flavor, centered around malt, along with honey, salt, and apricot. The mid-palate adds a touch of oak, smoke, and spice, and is extremely well integrated and balanced. A medium-length finish ends abruptly and a little too dry, the only left turn in an otherwise superb whisky. (Julio’s Liquors only)"
"Tomatin Oloroso Sherry 1995, 46%",Single Malt Scotch,86,125,$,"Extreme peat smoke explodes out of the glass. It’s diesely, burnt tire smoke more than campfire. Past the peat, there's salt, paste, and honey. On the palate it's another blast of smoke. This nearly chokingly strong smoke dissipates slightly to reveal oyster shells, malt, paste, and honey. Make no mistake, the smoke is the star and will remind you of that fact hours after you finish your last sip. An uber-peated whisky that hardcore peatheads will surely adore. (U.S. only)"
"GlenDronach Peated, 46%",Single Malt Scotch,86,48,$,"This Travel Retail-exclusive from Glenmorangie is the inaugural expression in the distiller’s new Legends series. Glenmorangie Duthac is matured in a mix of charred virgin oak and Pedro Ximénez sherry casks. Peaches, tangerines, cloves, vanilla, and toffee bonbons on the nose. Silky on the palate, with warm spices, honey, intense tropical fruit, and fresh ginger. Relatively long and creamy in the finish, with nutmeg, marzipan, and milk chocolate. Price is per liter."
"Old Pulteney Dunnet Head, 46%",Single Malt Scotch,86,85,$,"Distilled in October 1997 and aged in a single refill hogshead, 360 bottles were released in 2014 as part of Langside’s Distiller’s Art range. The nose is mildly herbal, with green wood, heather, and developing soft toffee notes. Soft and gently spiced on the palate, with hazelnuts, and peaches in cream. The finish is relatively long, with milk chocolate, and tingling sweet spices. £62"
"Bladnoch Samsara, 46.7%",Single Malt Scotch,86,75,$,"This bourbon-cask matured 12 year old was distilled using organic barley. 9,000 bottles released globally. Pears and pineapple in brine on the early nose. Peanut brittle, licorice, and subtle peat. Sweet and intensely fruity on the viscous palate, with developing nuttiness, vanilla, spice, and peat smoke. The finish is medium in length, with sweet fruit, more licorice, and sea salt."
"That Boutique-y Whisky Company Blended Malt #2 18 year old (batch 3), 48%",Blended Malt Scotch Whisky,86,62,$,"This 15 year old has been fully matured in bourbon casks. Relatively reticent on the nose, with light vanilla. Becoming more aromatic and spicy, with tinned apricots in syrup. Medium-bodied, relatively dry, with ginger, oak, and cloves, before a touch of milk chocolate appears. The chocolate darkens. Aniseed and perpetual spice."
"Speyburn Bradan Orach, 40%",Single Malt Scotch,86,20,$,"Consummately blended from more than 30 different whiskies, this has chewy Highland toffee, freshly-baked banana muffins, shelled walnuts, and faint chocolate orange notes. A smooth, full mouthful of blossoming orange, thick malt, heather honey, dabs of espresso, and milk chocolate. The malty Horlicks flavors prevail to the end with some attractive, shimmering spices. Note the higher strength here, though the 45% malt content is consistent across the range."
"Kilchoman Sauternes Cask Matured, 50%",Single Malt Scotch,86,100,$,"Identifiably Caol Ila, with that light juniper note, lime, and very calm smoke. This sense of control continues as it opens very slowly into vanilla/cream with a little hint of salt, then fresh lychee. It is hot, so do water as this introduces a massively salty retro-nasal effect under which is this sweetly gentle mid-palate. Lovely balance."
"Glencadam Origin 1825, 40%",Single Malt Scotch,86,42,$,"Distilled in 1996 and bottled in June 2015 after maturing in sherry casks, this Cooper’s Choice expression of Ben Nevis yields an initially savory character, with ripe figs, treacle, and a hint of tar. Quite chewy in the mouth, with spicy toffee and cherries, which develop into more citric fruit over time. The finish is lengthy and warming, with a hint of oak and black coffee."
"Black Bull 8 year old, 50%",Blended Scotch Whisky,86,39,$,"Tomatin has released a limited edition (5,400) pack comprising two 350ml bottles, each containing a vatting of whisky distilled in 1973, 1977, 1988, 1991, 2002, and 2006. One was matured in bourbon barrels (see below); this one in sherry casks. Initially savory on the nose, then warm leather, sherry, and glacé cherries. Very smooth on the palate with soft spices, which increase in intensity. Black treacle and Seville oranges. Peppery treacle and old oak in the finish. £100"
"The Lost Distillery Company Classic Selection Lossit, 43%",Blended Malt Scotch Whisky,86,43,$,"This is the third in a trilogy of limited releases from Tomatin, featuring the different cask types used to mature components of the standard, lightly peated Cù Bòcan variant. It follows Sherry Edition and Virgin Oak expressions. Initially, crisp green apples on the nose, then developing vanilla and caramel. Sweet, smoky apple and cinnamon. Soft and sweet on the early palate, with quite dry smoke evolving along with dark spices. Licorice and aniseed in the finish, with a citric tang. £50"
"That Boutique-y Whisky Company (distilled at Speyside) 17 year old, 53.4%",Single Malt Scotch,86,52,$,"As part of its program to make available single malts from all five of its Scotch whisky distilleries, Bacardi subsidiary John Dewar & Sons has now released a trio of bottlings from Royal Brackla, situated near Nairn in the Scottish Highlands. The 12, 16, and 21 year old expressions are initially available in ten markets, Including the UK, U.S., and Canada.
The nose offers warm spices, walnuts, malt, peaches in cream, honey, vanilla, and a slightly herbal, earthy note. Quite robust on the palate for its strength, with spice, sweet sherry, and mildly smoky orchard fruit. The finish is relatively long, with cocoa powder, citrus fruit, and ginger."
"Copper Dog, 40%",Blended Malt Scotch Whisky,86,32,$,"Let me introduce you to infinity blending. 88 casks were blended and married in 88 casks for 6 months, then blended with another 88 casks. Half is bottled, and half retained at Strathisla’s Royal Salute vault for the next batch. The process is as fascinating as the whisky. Caramel, toffee, green apple, Jaffa orange, and vanilla pod aromas. Dark sweetness, fresh orange accents: polished, juicy, and thirst quenching, though the brilliance lies in the amaranthine finish. (Global Travel Retail only)"
"That Boutique-y Whisky Company (distilled at Tobermory) 21 year old, 51.2%",Single Malt Scotch,86,65,$,"Glentauchers distillery is another Chivas Brothers workhorse located deep in the Speyside countryside. Through the aromas of honey, caramel, and vanilla peek barley stalks, hard pears, and hints of Cadbury buttons. The flavor opens sweet, with red berries and Parma violets. Although this is intended to follow a lighter style, it’s very flavorsome, with creamy vanilla, poached pear, and dried apple. A juicy finish with fruitiness oozing from the cheeks."
"Shieldaig 14 year old, 40%",Single Malt Scotch,86,60,$,"Distilled in 1989, this edition of Dalwhinnie is the fifth to appear in this annual line-up, and was aged in refill American oak hogsheads. 5,196 bottles are available. Pine, vanilla, and honey on the nose. Sweet on the viscous palate, with unripe apples, pineapple, cinnamon, and honey. The finish is medium in length, slightly savory, with dark chocolate and a hint of sweet oak."
"Grangestone Sherry Finish, 40%",Single Malt Scotch,86,29,$,"Illicit Stills is the first in a trilogy of limited releases reflecting Arran’s distilling heritage. It includes unpeated Arran spirit, some of which has been aged in port pipes, along with amounts of medium-peated and heavily-peated whisky. Warm and rounded on the oily nose; figs and peat, before caramel and vanilla develop. Viscous in the mouth, with succulent orange and spicy peat. The finish is very long and peppery, with mouth-drying tannins. £85"
" J. Mossman Platinum Crown 15 year old, 40%",Blended Scotch Whisky,86,54,$,"This Highland Park bottling appears in Douglas Laing’s prestigious XOP range, and after distillation in September 1994 the spirit in question was matured in a single refill hogshead (#10897) before bottling in September 2015. The outturn is just 228 bottles. Boiled fruit sweets and malt on the nose, with underlying sea salt and gentle, leathery smoke. Confident in the mouth, with allspice, honey, barley, and wood smoke. The finish is lengthy, with drying oak and peat. £155"
"The Balvenie 2004 13 year old, 58.2%",Single Malt Scotch,86,"60,000/set",$,"Intended to recreate the spirit of James and John Chivas, this blend uses high proportions of Longmorn and Strathisla malts. The nose has green apples, peaches in syrup, blended honey, and oat flapjacks. A soft and light opener of orange sherbet, melon, and dried apple. Dilution yields a delicious creamy texture with more assertive citrus flavors and bitter peel showing by the end. A distinctive character from the regular 12 year old, but this should be regarded as an equal. £40"
"Exclusive Malts (distilled at Dailuaine) 2007 10 year old, 58.4%",Single Malt Scotch,86,100,$,"The assured Scotch whisky that became one of the classic blends. Dry and sweet, with a nose of vanilla sponge, fresh cut flowers, and marzipan over a malty base. Pleasingly oily, with flavors of burning butter, malty toffee, and cake mix, with gentle spices and hints of chocolate appearing the longer you hold off swallowing. The glossy mouthfeel makes this feel like an everyday luxury. A finish of spent spices, cocoa, hazelnut, and a waft of smoke brings it home."
"That Boutique-y Whisky Company (distilled at Auchroisk) 20 year old, 47.9%",Single Malt Scotch,86,90,$,"Imagine your nose hovering inches above well-dried peat, then throw in salted nuts, brittle toffee, and an intensification of vanilla pods. This feels more rounded and balanced than earlier bottlings and is the better for it. Warm, sweet caramel, juicy orange, and lime zest are shot through with peat, the rising smoke driving you back while pepper and ginger give close support. The most improved of the Wemyss three, but a bit more heft in the composition wouldn’t go amiss. £37"
"Glen Moray Elgin Classic Chardonnay Cask Finish, 40%",Single Malt Scotch,86,30,$,"From a refill sherry butt, this bottling of Glen Scotia was released in September 2015 as a 24 year old. Oily on the nose, with dirty sherry, ginger, chili, coconut, new leather, and cocoa. The palate is viscous with treacle, dark berries, licorice, and more chili. Gingery and drying in the finish, with white salt and developing black pepper. (737 bottles) £90"
"Glen Moray Elgin Classic Peated, 40%",Single Malt Scotch,86,30,$,"Another NAS Laphroaig made from a blend of different cask types. The nose is dry and lightly tarry—a note that continues to the dried glass. There are medicinal phenols, a biscuity note, then an aroma of fuel, like being on a trawler deck. The palate shows integration between the oaks, lending a smokehouse aroma. Water lightens, but you still get that smoky smear of phenol at the end that tells you this is Laphroaig. Like it."
"Glen Moray Elgin Classic Sherry Cask Finish, 40%",Single Malt Scotch,86,30,$,"Independent bottler Gordon & MacPhail offers a variety of Balblair expressions, including a 1969 vintage and this 10 year old in their Distillery Labels series. Matured in a mixture of refill sherry hogsheads and first-fill bourbon barrels. The nose offers rich, warm fruits, vanilla, sherry, maraschino cherries, and ultimately toffee and orange blossom. Medium-bodied, sweet and fruity, with nutty milk chocolate, white pepper, and zesty spice. Slowly drying in the finish with licorice and light oak."
"Timorous Beastie 10 year old, 46.8%",Blended Malt Scotch Whisky,86,47,$,"This Clynelish was matured in a refill hogshead and has been released as part of Wemyss Malts’ Single Cask Releases series. The nose yields light caramel, ozone, warm tweed, and soft ginger. Smooth and supple on the palate; soft spices, tangerines, and subtle, spicy oak. Chili notes on the relatively long finish. (341 bottles) £85"
"Aberlour Casg Annamh (Batch #1), 48%",Single Malt Scotch,86,65,$,"Wow! A noticeable step up in quality than Ballantine’s Finest (see below) with a perceptibly higher malt content. After Eight mints, Rolo toffees, spring florals, clean and creamy, plus some wood combine to produce an appealing nose. One sip confirms that this is gorgeously honeyed, layered, thick, and creamy, with heather honey, sweet oak, and ripe fruits, especially orange and mango. The finish is short, drying, sweet, and the only weak spot in an otherwise decent composition."
"Ainsley Brae Sauternes Cask Finished Highland, 40%",Single Malt Scotch,86,30,$,"This was a true double maturation: a dozen years in first-fill bourbon and then 13 years in claret. In its 20s, Bowmore tends to shed its smoke and allows the soft fruits (here, persimmon, nectarine) which have always been there to show themselves. There’s a light oiliness on the tongue. The casks have added vanilla, red fruits, and spice, but the overall impression is of harmony and integration. Lovely. (200 bottles) £350"
"Glen Fohdry Dublaich Speyside, 47.1%",Single Malt Scotch,86,28,$,"The official Fèis Ìle  2016 bottling. This is a mix of bourbon and wine casks given a period in virgin oak. The finish initially adds a certain sauna-like element, but then the distillery’s lemon drops and flowers come through, alongside baked apples, coconut, and a touch of smoke. The alcohol burn is negligible, allowing more estery elements, melon, and red fruits to come through. A classic Laddie, in other words. (1881 bottles) £95"
